30: Number of weighted directed graphs with negative weights.

** G0: |V|=7
(u, v, weight) E = { 
      (28, 40, 24.058)
      (28, 44, 61.917)
      (28, 49, 23.354)
      (28, 53, 84.064)
      (29, 22, 27.823)
      (29, 27, -1.194)
      (29, 41, 80.586)
      (30, 36, -1.895)
      (31,  8, 70.067)
      (31, 12, 78.550)
      (31, 14, 35.725)
      (32,  0, 54.431)
      (32, 33, 37.278)
      (32, 37, 68.073)
      (32, 60, 75.413)
      (33, 34, 68.874)
      (33, 46, 49.801)
      (33, 54, 11.625)
      (33, 61, 74.446)
      (33, 62, 10.259)
      (34, 17, 61.256)
      (34, 42,  3.508)
      (34, 59, 33.758)
      (35, 41, -12.236)
      (35, 58, 15.313)
      (36, 29, 75.165)
      (36, 37, 65.131)
      (37,  5,  3.127)
      (37, 15, 34.844)
      (37, 33, 78.790)
      (37, 41, 77.735)
      (37, 48, 43.692)
      (37, 59, 19.744)
      (37, 60, 26.084)
      (38, 16, 46.652)
      (38, 19,  4.988)
      (38, 20, 84.743)
      (38, 56, 10.064)
      (39, 57, -12.011)
      (40, 36,  9.233)
      (41, 30, 24.925)
      (41, 56, 51.281)
      (42, 31, -11.076)
      (42, 38, 80.415)
      (43, 63, -3.198)
      (44, 29, 50.576)
      (44, 46, 26.247)
      (44, 57, 42.926)
      (45, 18, 41.026)
      (45, 50, 63.727)
      (45, 64, 91.056)
      (46, 42, 60.942)
      (46, 55, 54.218)
      (46, 60,  2.439)
      (47,  1, 22.493)
      (47, 37, 44.371)
      (47, 52, 33.725)
      (47, 57, 48.918)
      (48,  4, 66.885)
      (48, 10, 40.087)
      (48, 16, -6.057)
      (48, 39, 68.552)
      (48, 44, 46.827)
      (48, 61, 82.024)
      (49, 46, 16.677)
      (49, 63, 43.845)
      (50, 23, 59.108)
      (50, 32, -1.639)
      (50, 47, 26.206)
      (50, 59, 37.020)
      (51, 23, 14.895)
      (51, 33,  6.147)
      (51, 54, 53.980)
      (52, 32, 67.427)
      (52, 56, -8.076)
      (52, 64, 87.258)
      (53, 30, 82.869)
      (54, 34, 66.987)
      (55,  2,  4.343)
      (55, 28, -3.714)
      (56, 10, 77.722)
      (56, 42, 42.826)
      (57, 14, 13.975)
      (57, 33, 43.243)
      (58, 40, 73.718)
      (59, 22, 56.402)
      (59, 31, 66.825)
      (59, 43, 24.513)
      (60, 27, 32.825)
      (60, 51,  9.333)
      (61,  5, 85.794)
      (61, 10,  5.589)
      (61, 15, 60.774)
      (61, 26, 53.694)
      (61, 29, 20.726)
      (61, 47, 82.957)
      (62,  5, -15.928)
      (63, 17, 76.884)
      (63, 42, 59.236)
      (63, 44, 39.032)
      (64,  1, 77.040)
      (64,  9, 81.461)
      (64, 56, 17.547)
      (64, 58,  8.676)
      (64, 60, 72.764) } |E|=223 
---------------- 

** G26: |V|=70
(u, v, weight) E = { 
      ( 0,  5, 47.091)
      ( 0, 10, 90.690)
      ( 1,  3, 56.421)
      ( 1, 21, -10.289)
      ( 2, 61, 51.309)
      ( 2, 67, -13.966)
      ( 3, 12, 45.772)
      ( 3, 21, 41.996)
      ( 3, 60, 30.191)
      ( 4, 10, 78.597)
      ( 4, 25, 42.639)
      ( 4, 28, 77.484)
      ( 5, 35, 53.705)
      ( 5, 36, 37.776)
      ( 5, 43, -1.131)
      ( 5, 52, 72.503)
      ( 6, 22,  7.557)
      ( 6, 54, 72.540)
      ( 7, 21, 18.640)
      ( 7, 69, 51.192)
      ( 8, 13, -6.020)
      ( 8, 21,  9.311)
      ( 8, 44, 10.199)
      ( 8, 56, 53.600)
      ( 9,  3, 76.608)
      ( 9, 20, 76.707)
      (10, 21, 48.087)
      (10, 22, 64.433)
      (10, 47, 34.693)
      (10, 57, -4.903)
      (11, 44, 56.053)
      (11, 56, 23.180)
      (11, 60, 58.418)
      (11, 63, 36.359)
      (11, 67, 32.144)
      (12,  8, 40.926)
      (12, 10, 35.563)
      (12, 17, 46.583)
      (13, 15, 35.943)
      (13, 19, 60.751)
      (13, 43, 21.204)
      (13, 56, 46.458)
      (13, 64, 40.492)
      (14, 27,  0.245)
      (14, 32, 47.662)
      (14, 34, 61.270)
      (14, 66, 74.697)
      (15, 65, 39.153)
      (16, 10, 15.007)
      (16, 50, 42.050)
      (17,  1, 24.251)
      (17,  9, -6.764)
      (17, 10, 69.262)
      (17, 44,  8.845)
      (17, 62,  3.132)
      (18, 56, 82.046)
      (19,  1, 26.753)
      (19,  5, -6.494)
      (19,  6,  4.167)
      (19, 15, 50.431)
      (19, 21, 16.802)
      (19, 23, 73.259)
      (19, 35, 12.005)
      (19, 40, 18.492)
      (19, 46, -2.900)
      (20, 11, 95.921)
      (20, 15, -10.139)
      (20, 17, 53.182)
      (20, 34, 19.326)
      (20, 40, 10.521)
      (20, 60, 12.735)
      (21, 13, 38.391)
      (21, 22, 77.490)
      (21, 31,  0.557)
      (21, 57, 74.762)
      (21, 66, 40.538)
      (22,  8, -5.710)
      (22, 11, 34.212)
      (22, 13, 77.061)
      (22, 29, 78.106)
      (22, 43, 30.701)
      (22, 53, 47.359)
      (22, 55, 43.814)
      (23, 11, 79.672)
      (23, 44, 71.047)
      (24, 23, 34.408)
      (24, 60, 68.667)
      (25, 10, 56.704)
      (26, 17, 20.060)
      (26, 37, 51.962)
      (26, 45, 82.455)
      (27,  6, 92.020)
      (27, 13, 71.564)
      (27, 47,  4.671)
      (27, 62,  2.659)
      (29, 62, 33.458)
      (30, 29, 82.933)
      (30, 31, 25.535)
      (30, 38, 39.741)
      (30, 42, 50.367)
      (30, 58, 79.730)
      (31, 32, 34.328)
      (31, 37, 58.131)
      (33, 14,  3.297)
      (33, 47, 56.442)
      (33, 51,  3.902)
      (33, 58, 51.230)
      (33, 68, 24.052)
      (34,  8, 40.508)
      (34, 24,  5.678)
      (34, 32, 14.182)
      (34, 49, 23.514)
      (34, 53,  7.394)
      (34, 56, 32.648)
      (34, 60,  3.863)
      (34, 64, 62.063)
      (34, 67, 15.200)
      (35, 29, 26.106)
      (35, 61, 41.221)
      (35, 65, 82.495)
      (37, 10, 21.712)
      (37, 57,  0.374)
      (38,  3, 87.571)
      (38,  4, 31.971)
      (38, 68, 23.294)
      (39, 17, 51.256)
      (39, 32,  0.232)
      (40, 29, 32.085)
      (40, 36, -8.068)
      (40, 67, 57.007)
      (40, 68, -1.806)
      (41, 46, 18.656)
      (41, 67, 50.091)
      (42, 51, 81.612)
      (42, 57, 35.556)
      (42, 61, 17.374)
      (42, 69, 15.843)
      (43,  5, 57.461)
      (43,  8, -8.232)
      (43, 13, -8.553)
      (43, 18, 16.267)
      (43, 37, 73.985)
      (43, 62, 57.683)
      (44, 10, -6.697)
      (44, 12, 16.121)
      (44, 29, 54.805)
      (45, 16, 75.581)
      (45, 43, 79.110)
      (45, 63, 38.291)
      (45, 65, 38.464)
      (46, 50,  2.490)
      (46, 56, 28.360)
      (46, 60,  1.162)
      (46, 66, 60.249)
      (47,  8, 27.888)
      (47, 35, 53.187)
      (47, 38, 47.419)
      (48, 32, 69.208)
      (48, 45, 24.487)
      (49, 10, 41.863)
      (49, 43, 89.366)
      (50, 11, 79.436)
      (50, 26, 79.923)
      (50, 27, 26.332)
      (50, 52, 31.889)
      (50, 66, 17.649)
      (51, 19, 56.207)
      (51, 41, -12.126)
      (52, 37,  5.266)
      (52, 41, 25.949)
      (52, 66,  3.530)
      (52, 67, 51.256)
      (53, 18,  2.899)
      (53, 25, -6.075)
      (53, 34,  9.218)
      (53, 57, 14.803)
      (53, 61, 66.748)
      (54, 14, -7.632)
      (54, 22, 61.452)
      (54, 48, 80.218)
      (55, 13, 86.749)
      (55, 23, 50.547)
      (56, 21, 50.150)
      (56, 38, 44.693)
      (56, 44, 31.447)
      (56, 49, 39.021)
      (57,  6, 52.935)
      (57,  8, -7.326)
      (57, 30, -11.706)
      (59, 39,  1.156)
      (59, 66, 37.602)
      (60,  1, 52.591)
      (60, 13, 58.470)
      (61, 28,  3.857)
      (61, 51, 49.336)
      (61, 66, 30.479)
      (62, 43, 60.389)
      (62, 59, 29.661)
      (63,  2, 11.589)
      (63,  4, 57.441)
      (63, 20, 51.043)
      (63, 25, 33.826)
      (63, 41, 61.879)
      (64,  2, 43.778)
      (65, 18, 82.043)
      (65, 41, 78.127)
      (65, 44, 28.379)
      (67, 17, -6.609)
      (67, 33, 67.221)
      (67, 41, 16.962)
      (67, 55, 70.112)
      (68,  7, 50.547)
      (68, 37, -2.267)
      (69, 23, 63.796)
      (69, 25, 75.354)
      (69, 29, 12.486)
      (69, 66, 14.210) } |E|=217 
---------------- 

** G27: |V|=70
(u, v, weight) E = { 
      ( 0,  8, -7.455)
      ( 0, 10, 57.047)
      ( 0, 52, 59.871)
      ( 0, 58, 56.768)
      ( 1,  7, 47.526)
      ( 1, 20,  8.381)
      ( 1, 33, 67.518)
      ( 1, 42, 31.454)
      ( 2, 30, 33.404)
      ( 2, 55, 71.834)
      ( 3,  7,  8.474)
      ( 3, 18, 50.703)
      ( 3, 32, -0.346)
      ( 3, 56, 16.147)
      ( 3, 69,  7.495)
      ( 4,  2, 71.724)
      ( 4,  6, 51.738)
      ( 4, 44, 65.943)
      ( 4, 50, 85.481)
      ( 4, 62, 53.588)
      ( 5,  6, 65.674)
      ( 5, 26, -10.233)
      ( 5, 46, 48.364)
      ( 5, 64,  4.838)
      ( 6,  7, 15.466)
      ( 6, 28, 24.796)
      ( 6, 57, 50.899)
      ( 7, 50,  2.809)
      ( 8, 28, 65.488)
      ( 8, 66, 53.677)
      ( 9,  5, 29.391)
      ( 9,  6,  9.921)
      ( 9, 16, 74.961)
      ( 9, 17, 25.036)
      ( 9, 26, 37.873)
      ( 9, 48, 83.986)
      ( 9, 51, 40.303)
      (10, 20, -4.754)
      (10, 21, 83.835)
      (10, 24, 41.622)
      (10, 45, -1.211)
      (11, 55, 77.800)
      (12, 19, 37.279)
      (12, 20, 63.423)
      (12, 24,  7.968)
      (12, 38, 42.176)
      (13, 22, 27.420)
      (13, 27, 45.096)
      (14, 31, 10.752)
      (14, 36, 88.189)
      (14, 42, 39.087)
      (14, 60, 25.411)
      (16, 29,  1.260)
      (16, 38, -6.517)
      (18, 14, 32.492)
      (18, 26, 35.831)
      (18, 29, 37.388)
      (18, 37, 79.472)
      (18, 54, 61.961)
      (19,  0, 70.969)
      (19, 34, 78.556)
      (20, 16, 13.461)
      (20, 19, 92.087)
      (20, 27, 61.209)
      (20, 65, 50.647)
      (21, 12, 93.249)
      (21, 42,  0.471)
      (21, 52,  6.770)
      (21, 53, 33.130)
      (22, 19,  6.158)
      (22, 31, 30.049)
      (22, 43, 69.690)
      (22, 65, 57.376)
      (22, 67, 54.824)
      (23,  2, 65.083)
      (23, 31, 52.779)
      (23, 54, 57.333)
      (24, 19,  8.312)
      (24, 55, -7.322)
      (24, 65, 32.976)
      (25,  2, 23.553)
      (27, 20, 20.464)
      (27, 43, 34.634)
      (27, 60, 70.610)
      (28, 13, 71.296)
      (29,  3, 40.891)
      (29, 46, 29.740)
      (29, 52, 96.789)
      (29, 56, 49.540)
      (30, 35,  2.016)
      (30, 56, 21.059)
      (31, 18, -15.220)
      (31, 28, 34.592)
      (31, 42, -6.671)
      (31, 46, 79.408)
      (32,  1, 76.142)
      (32, 19, 21.851)
      (32, 38, 72.209)
      (32, 47, 56.333)
      (32, 50, 61.986)
      (32, 64, 44.535)
      (33, 20, 36.465)
      (33, 53, 59.899)
      (33, 55, 92.896)
      (34, 18, 59.214)
      (34, 47, 80.000)
      (34, 53, 84.315)
      (34, 59, 41.299)
      (35, 10, -10.726)
      (35, 14, 80.506)
      (35, 49, 76.655)
      (35, 59, 20.333)
      (35, 60, 80.611)
      (36, 12, 85.872)
      (36, 17, 10.939)
      (36, 29, 60.527)
      (37,  4, 63.556)
      (37,  6, -7.344)
      (37, 56, 12.968)
      (37, 67, -9.512)
      (38,  3, 55.871)
      (38,  8, -10.540)
      (38, 51, 59.074)
      (38, 69, -1.277)
      (39, 45, 25.511)
      (40, 11,  8.855)
      (40, 39, 11.970)
      (40, 48, -14.847)
      (41, 13, 52.303)
      (41, 20,  0.911)
      (41, 31, 74.225)
      (41, 50, 40.313)
      (41, 57, 67.634)
      (42,  3, 65.572)
      (42,  5, 81.187)
      (42,  8, 57.965)
      (42, 24, 79.377)
      (42, 29, 15.569)
      (42, 30,  7.990)
      (42, 35, 22.230)
      (42, 40, 21.292)
      (42, 41, 42.183)
      (42, 49, 45.167)
      (42, 63, 66.265)
      (43, 24,  0.361)
      (43, 55, 13.849)
      (44,  4, 28.329)
      (44,  7, 85.781)
      (44, 40, 37.518)
      (44, 42, 42.392)
      (44, 50, -5.448)
      (44, 57, 35.761)
      (44, 65, 31.357)
      (45,  7, 84.448)
      (45, 17, 31.242)
      (45, 37, 32.994)
      (45, 51, 47.317)
      (45, 57, 35.868)
      (46,  2, 73.753)
      (46,  9,  3.377)
      (46, 29,  5.989)
      (46, 47, 47.347)
      (46, 50, 64.086)
      (46, 67, 81.014)
      (47,  8, 65.634)
      (47, 35, 57.847)
      (47, 50, -0.984)
      (47, 62, 59.125)
      (48, 55, -1.761)
      (49, 21, 25.384)
      (49, 22, 24.234)
      (49, 46, 82.485)
      (50, 15, 86.045)
      (50, 33, 38.625)
      (50, 48, 29.998)
      (51, 32, -1.080)
      (51, 42, 26.428)
      (51, 43, 31.972)
      (51, 44, 34.866)
      (52, 35, 75.933)
      (52, 50, 43.994)
      (52, 57, 23.472)
      (52, 67,  8.689)
      (53, 24, 80.572)
      (53, 50, 27.703)
      (53, 55, 85.738)
      (54,  2, 76.049)
      (54,  4, 33.093)
      (54, 11, -0.272)
      (54, 21, -6.391)
      (54, 40, 49.525)
      (55, 39, 63.379)
      (55, 64, 17.930)
      (56, 13, 44.026)
      (56, 23, 38.508)
      (56, 30, -11.297)
      (56, 34, -4.930)
      (56, 37, 33.232)
      (56, 52, -1.667)
      (57,  4, -1.325)
      (58,  7, -3.544)
      (58, 22, 43.459)
      (58, 46, 65.400)
      (58, 61, 76.839)
      (59,  7, 70.099)
      (59, 18, 34.996)
      (59, 19, 79.475)
      (60,  2, 34.577)
      (61,  4, 33.925)
      (61, 24, -7.118)
      (61, 41, 60.104)
      (61, 58, 30.919)
      (61, 65, 37.731)
      (62,  4,  0.140)
      (62,  7, 71.302)
      (62, 21, 95.283)
      (62, 31,  8.419)
      (62, 43, 87.894)
      (62, 59, -2.446)
      (63, 10, 57.501)
      (63, 33, 54.296)
      (63, 58,  9.160)
      (63, 59, 72.457)
      (64, 15, 20.109)
      (64, 26, 85.690)
      (64, 40, 40.817)
      (64, 50, 62.363)
      (64, 69, 42.703)
      (65, 19, 84.398)
      (65, 22, 83.078)
      (65, 23, 62.218)
      (66, 32, 87.637)
      (66, 33, 52.926)
      (67, 55, 74.805)
      (68, 21, 37.417)
      (68, 25, 99.406)
      (68, 39,  8.637)
      (69, 40, 51.599) } |E|=238 
---------------- 

** G28: |V|=75
(u, v, weight) E = { 
      ( 1,  0, 39.153)
      ( 1,  3, -4.221)
      ( 1, 22,  7.109)
      ( 2,  5, 28.950)
      ( 2, 15, -5.720)
      ( 2, 29, 29.094)
      ( 2, 36, 65.235)
      ( 2, 38, 95.816)
      ( 2, 55, 76.698)
      ( 3,  5,  0.443)
      ( 3, 38, 28.822)
      ( 3, 46, 19.986)
      ( 4,  5,  0.687)
      ( 4, 43, 22.938)
      ( 5,  9, 78.593)
      ( 5, 20, 72.595)
      ( 5, 58, 63.662)
      ( 6,  9, -0.327)
      ( 6, 39, 14.625)
      ( 6, 46, 25.074)
      ( 6, 69, 38.735)
      ( 7,  3, -9.510)
      ( 7,  4, 19.694)
      ( 7,  5, 58.885)
      ( 7, 20, 64.189)
      ( 7, 23, 61.549)
      ( 7, 33, -1.385)
      ( 8,  7, 60.425)
      ( 8, 18, -12.752)
      ( 8, 26, 10.793)
      ( 8, 46, 58.848)
      ( 8, 51, -4.820)
      ( 8, 52, 61.666)
      ( 8, 59, 11.867)
      ( 9,  2, 58.156)
      (10,  1, 83.342)
      (10,  8, 45.233)
      (10, 19, 37.900)
      (10, 57, 23.469)
      (10, 65, 52.549)
      (10, 74, 37.798)
      (11, 29, 23.315)
      (11, 35, 52.001)
      (11, 44,  7.361)
      (11, 66, 79.766)
      (12,  0, 27.190)
      (12,  5, 27.882)
      (12, 19, -11.016)
      (12, 20, 33.939)
      (12, 38, 80.383)
      (12, 40, 12.636)
      (12, 47, 35.528)
      (12, 70, 41.357)
      (13,  0, 78.308)
      (13, 45, 52.299)
      (13, 72, 68.823)
      (14,  7,  4.272)
      (14, 27, -3.396)
      (14, 43, 93.342)
      (14, 44, 29.534)
      (14, 60, 75.732)
      (15, 58, 64.726)
      (15, 62, 15.776)
      (15, 66, -13.160)
      (16, 30, 26.850)
      (16, 74,  7.799)
      (17,  5, 21.127)
      (17, 26, 47.708)
      (17, 34, 55.690)
      (17, 45, 39.326)
      (17, 46, 62.948)
      (17, 63, 55.141)
      (18,  5, 48.181)
      (18,  8, 53.360)
      (18, 30, 52.810)
      (18, 39, 35.643)
      (18, 40, 88.659)
      (18, 60, 16.475)
      (18, 61, 45.825)
      (19, 22, 16.140)
      (19, 72, 34.819)
      (20,  0, 77.460)
      (21,  1, 64.727)
      (21,  6, 14.315)
      (21, 30, 75.965)
      (21, 41,  5.063)
      (21, 50, 39.959)
      (21, 65, 32.288)
      (22, 26,  1.869)
      (22, 37, 27.744)
      (22, 53, 38.841)
      (22, 60, 18.852)
      (22, 65, 13.465)
      (22, 71,  7.302)
      (23, 26, 36.075)
      (23, 51, 89.017)
      (23, 65, -1.770)
      (24,  6, 76.141)
      (24, 47, 79.184)
      (25, 27, 28.315)
      (25, 62,  1.624)
      (26,  9, 28.721)
      (26, 18,  5.302)
      (26, 23, 55.374)
      (26, 68, 71.302)
      (27, 18, 55.222)
      (27, 64, 77.147)
      (28,  2, 60.389)
      (28, 62, 42.782)
      (28, 63, 57.308)
      (29, 32, 58.258)
      (29, 50, 94.009)
      (30, 11, 79.227)
      (30, 24,  9.683)
      (30, 37, 28.239)
      (30, 42, 66.475)
      (30, 48, 54.568)
      (30, 51, 67.708)
      (30, 66, 50.747)
      (31, 18, 92.854)
      (31, 26, 22.725)
      (31, 44, -6.351)
      (31, 70, -5.694)
      (31, 72, 87.225)
      (32, 45, 18.832)
      (33,  1, -14.554)
      (33, 13, 20.971)
      (34, 11, 72.597)
      (34, 12, 26.290)
      (34, 19, -6.719)
      (34, 29, 40.376)
      (35, 12, 78.831)
      (35, 60, 27.619)
      (36,  0, 72.375)
      (36,  1, 36.186)
      (36,  4, 46.336)
      (36,  7, 59.423)
      (36,  8, 27.536)
      (36, 18, 63.041)
      (36, 19, 17.971)
      (36, 60,  1.882)
      (36, 70,  8.638)
      (37,  1, 75.960)
      (37,  9, 12.668)
      (37, 10, 60.770)
      (37, 16, 35.174)
      (37, 21,  0.142)
      (37, 57, 88.938)
      (37, 65, 78.143)
      (37, 74,  0.188)
      (38, 27,  3.977)
      (38, 42, 75.183)
      (38, 57, 69.005)
      (38, 72, 27.551)
      (39, 68, 60.554)
      (40,  1, 81.741)
      (40, 22, 49.882)
      (41, 10, 24.628)
      (41, 42,  8.665)
      (41, 50, 33.278)
      (41, 64, 10.344)
      (42,  4, 10.072)
      (42,  6,  2.579)
      (42, 14, 24.639)
      (43, 23, 30.345)
      (43, 33,  6.618)
      (43, 41, -11.853)
      (43, 53, 17.630)
      (44, 56, 13.986)
      (45,  4, 60.967)
      (45, 32, 35.051)
      (45, 59, -1.243)
      (45, 61, 37.296)
      (46, 31, 60.309)
      (46, 38, 11.238)
      (46, 68, 82.089)
      (48, 18, 81.957)
      (48, 22, 65.812)
      (48, 32, 45.500)
      (48, 38, -6.793)
      (48, 66,  1.789)
      (48, 67, 74.875)
      (49, 32,  2.179)
      (49, 35, 84.124)
      (49, 47, 69.181)
      (49, 65,  9.350)
      (49, 72, 64.681)
      (50,  0, 77.589)
      (50, 32,  1.761)
      (51, 27, 40.277)
      (51, 38, 71.286)
      (51, 74, 55.198)
      (52, 15, 33.407)
      (52, 25, 19.041)
      (52, 26, 44.410)
      (52, 36, 55.674)
      (52, 60, 68.101)
      (52, 74,  8.922)
      (53, 17, 78.719)
      (53, 19,  0.196)
      (53, 28, 46.032)
      (53, 45, 14.987)
      (53, 63, -12.472)
      (54, 18, 51.907)
      (54, 29, 15.255)
      (54, 45, 69.029)
      (54, 58, 24.957)
      (54, 71, 40.836)
      (55, 21, -6.726)
      (55, 66,  9.962)
      (55, 71, 91.453)
      (56,  3, 72.313)
      (56,  4, 76.822)
      (56, 46, 14.008)
      (56, 70, 26.835)
      (57,  4, 26.593)
      (57, 29, 41.011)
      (57, 35, 89.136)
      (57, 55, 32.531)
      (58, 52, 53.014)
      (58, 59, 30.141)
      (58, 64, 19.716)
      (59,  9, 36.120)
      (59, 37,  1.980)
      (59, 74, 21.358)
      (60,  7, -3.560)
      (60, 15, 54.376)
      (60, 30, 21.747)
      (60, 32, 37.047)
      (60, 42, 21.295)
      (60, 72, 25.423)
      (61, 19, 22.644)
      (61, 43, 51.918)
      (61, 46, 46.806)
      (61, 63, -11.068)
      (62, 37, 72.869)
      (62, 39, 66.239)
      (62, 43, 49.731)
      (62, 58, 31.823)
      (63, 14, 62.563)
      (63, 51, 31.522)
      (63, 59, 20.930)
      (63, 72, 14.599)
      (64,  9, 46.912)
      (64, 19, 35.668)
      (64, 26,  6.856)
      (64, 44, 15.451)
      (64, 50, 50.521)
      (65, 29, 19.306)
      (65, 30, 81.958)
      (65, 54, 35.377)
      (66, 25, 31.542)
      (66, 31, -12.468)
      (66, 36, 82.864)
      (66, 44, 84.650)
      (66, 47, 61.351)
      (66, 68, 16.190)
      (68, 72, 77.019)
      (69, 20, 57.746)
      (69, 39, 31.803)
      (69, 50, 19.885)
      (69, 72, 74.540)
      (70,  7, 57.132)
      (70, 61, 10.105)
      (70, 72, 64.945)
      (71, 23, 28.236)
      (71, 28, 78.361)
      (71, 73, 66.404)
      (72, 11, 38.668)
      (72, 19, 52.047)
      (72, 26, 70.761)
      (72, 34, 27.961)
      (72, 44, 29.482)
      (72, 47, 45.791)
      (72, 71, 55.320)
      (73, 26, 90.693)
      (73, 27, 52.610)
      (73, 37,  6.727)
      (73, 41, 34.331)
      (73, 42, 78.045)
      (73, 45, 47.677)
      (73, 53, 29.206)
      (73, 58, 49.261)
      (74,  9, -14.213)
      (74, 36, -5.983)
      (74, 46, 19.183)
      (74, 49, 61.390)
      (74, 62, 48.990) } |E|=288 
---------------- 

** G29: |V|=75
(u, v, weight) E = { 
      ( 0, 17, 49.449)
      ( 0, 34,  6.983)
      ( 0, 61,  2.052)
      ( 1, 45, 33.635)
      ( 1, 51, 39.725)
      ( 1, 63, 20.536)
      ( 1, 64, 72.460)
      ( 2, 13, 58.650)
      ( 2, 29, 77.176)
      ( 2, 53, 47.578)
      ( 2, 67, 56.579)
      ( 3, 21, 33.697)
      ( 3, 23, 62.992)
      ( 3, 27, -2.080)
      ( 3, 64, 75.762)
      ( 3, 73, 61.886)
      ( 4,  5, 64.613)
      ( 4, 22, -0.483)
      ( 4, 62, 76.850)
      ( 5, 50,  2.928)
      ( 5, 57, 20.822)
      ( 5, 61, 37.374)
      ( 6,  1, 55.167)
      ( 6,  7, 45.264)
      ( 6, 53, 83.006)
      ( 7, 26, 26.685)
      ( 7, 56, 86.126)
      ( 7, 69, 40.070)
      ( 8, 44, 65.464)
      ( 8, 56, 41.185)
      ( 9, 11, 16.662)
      ( 9, 16,  8.338)
      ( 9, 39, 60.436)
      ( 9, 57, 22.499)
      (10, 18, 76.912)
      (10, 42, 46.572)
      (10, 44, 40.553)
      (11,  9, 60.980)
      (11, 31, 21.090)
      (11, 60, 69.860)
      (11, 69, 14.671)
      (12, 11, 81.807)
      (12, 43, -8.415)
      (12, 56, 25.642)
      (13, 16, 21.151)
      (13, 21, 49.799)
      (13, 29, 19.887)
      (13, 36, 30.916)
      (13, 38, 56.083)
      (13, 48, 70.075)
      (14, 41, 93.418)
      (14, 44, 70.342)
      (15, 13, 56.145)
      (15, 23, 85.389)
      (16,  9,  1.716)
      (16, 32, -6.448)
      (16, 41, 46.704)
      (17, 13,  9.273)
      (17, 68, 74.805)
      (18, 27, 75.337)
      (18, 35, 69.115)
      (18, 36, 70.276)
      (18, 54, 16.006)
      (19, 31, -14.437)
      (19, 34, 82.390)
      (19, 46, 65.387)
      (19, 66, -11.657)
      (20,  4,  8.131)
      (20, 13, -16.015)
      (20, 18, -0.526)
      (20, 23, 82.628)
      (20, 28, 36.960)
      (20, 55,  0.700)
      (20, 64, -14.522)
      (21, 31, 50.418)
      (21, 63,  4.414)
      (21, 70, 63.234)
      (22,  1, 71.423)
      (22, 54, 83.484)
      (23,  4, 34.232)
      (23, 28,  6.122)
      (23, 39, 71.385)
      (23, 43, 78.974)
      (23, 62, 30.119)
      (24,  0,  3.649)
      (24,  6, -1.680)
      (24, 27, 55.162)
      (24, 66,  1.567)
      (25, 10, 56.124)
      (25, 17, 20.783)
      (25, 28, 45.946)
      (26, 33, -10.140)
      (26, 72, 39.528)
      (26, 74, 74.759)
      (27,  9, 10.135)
      (27, 16, 66.064)
      (27, 44, 22.655)
      (27, 45, 28.348)
      (27, 58, 19.061)
      (27, 68, 59.345)
      (28, 21, 52.725)
      (28, 27, 49.264)
      (28, 40, 25.878)
      (28, 68, 67.773)
      (29, 18,  4.586)
      (29, 22, 61.553)
      (29, 46, 44.835)
      (29, 68, 65.445)
      (30,  7, 69.934)
      (30, 23, 23.877)
      (30, 34,  1.189)
      (30, 60, 55.099)
      (30, 68, 36.587)
      (31,  2, 12.347)
      (31,  6, 78.143)
      (31, 49, -2.841)
      (31, 55,  8.342)
      (31, 65, 28.048)
      (32,  2, 12.269)
      (32,  8, 37.790)
      (32, 13, 59.502)
      (32, 18,  9.582)
      (32, 20, 19.518)
      (32, 49,  2.115)
      (32, 60, 29.867)
      (35, 55, 45.022)
      (36,  4, 76.218)
      (36, 65, 86.039)
      (37, 19, 73.879)
      (37, 46, 81.713)
      (37, 59, 37.498)
      (37, 74, 85.102)
      (38,  1, -11.980)
      (38, 11, 39.413)
      (38, 20, -6.984)
      (38, 42, 34.748)
      (38, 57, 42.259)
      (39,  9, -8.179)
      (39, 12,  1.977)
      (39, 19, -9.761)
      (39, 55, 68.444)
      (39, 58, 75.297)
      (39, 60, 28.142)
      (40, 35,  0.302)
      (40, 71, 15.987)
      (41, 21,  7.835)
      (41, 63, 38.091)
      (42,  4, 79.552)
      (42, 25,  0.529)
      (43, 21, 11.692)
      (43, 32,  9.608)
      (43, 49,  7.375)
      (43, 67, 81.799)
      (44, 20, 82.018)
      (44, 21, 46.198)
      (44, 53,  2.269)
      (45,  8, 52.498)
      (45,  9,  9.008)
      (45, 32,  3.453)
      (46,  6, 94.722)
      (46,  8, 16.577)
      (46, 17, 58.940)
      (46, 24, 69.811)
      (46, 32, 18.508)
      (46, 33, 29.440)
      (46, 71, 36.190)
      (47,  4, 73.118)
      (47, 15, 40.041)
      (47, 20, 25.118)
      (47, 31, 53.208)
      (47, 46, 76.401)
      (47, 67, 83.516)
      (48, 23, -6.143)
      (48, 24, 32.042)
      (48, 30, 34.256)
      (48, 62, 80.411)
      (49,  6, 83.732)
      (49, 47, 45.977)
      (49, 66, 52.914)
      (50, 20, 17.835)
      (50, 58, 48.620)
      (50, 59, 92.908)
      (50, 74, 47.443)
      (52,  6, 40.338)
      (52, 32, 83.751)
      (52, 44, 90.298)
      (52, 71,  7.490)
      (53,  9, 84.018)
      (53, 49,  6.668)
      (53, 51, 16.550)
      (53, 55, 38.629)
      (53, 56, 42.490)
      (54,  3, 59.580)
